Date,Name of Vendors,Expense Description,Amount,Transaction Type,Expense Category,Account Name,Labels,Notes
6/29/2019,ONLINE payment-THANK YOU ATLANTA GA,ONLINE PYMT-THANK YOU ATLANTA GA,40,credit,Credit Card Payment,XXXXXXXXXX4742,,
6/29/2019,PAYMENT - THANK YOU,PAYMENT - THANK YOU,30,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
6/28/2019,AT&T,AT&T S156 5919 SANTA CLARA CA,42.38,debit,Home Phone,XXXXXXXXXX5301,,
6/28/2019,Wal-Mart,WALMART 003123 SANTA CLARA CA,20.43,debit,Shopping,XXXXXXXXXX1993,,
6/28/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,81.82,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
6/27/2019,76 - SEI 37953 SAN JOSE CA,76 - SEI 37953 SAN JOSE CA,37.37,debit,Gas & Fuel,XXXXXXXXXX5301,,
6/27/2019,THANK YOU,ONLINE PAYMENT THANK YOU,150,credit,Credit Card Payment,XXXXXXXXXX5301,,
6/27/2019,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,1.99,debit,Groceries,XXXXXXXXXX1112,,
6/27/2019,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,39.75,debit,Groceries,XXXXXXXXXX1112,,
6/26/2019,INTL GOURMET FOODS SAN JOSE CA,INTL GOURMET FOODS SAN JOSE CA,18.34,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
6/26/2019,VALLEY FAIR (CA) Santa Clara CA,VALLEY FAIR (CA) Santa Clara CA,19.5,debit,Restaurants,XXXX-XXXX-XXXX-2118,,
6/25/2019,TST* PASHA MEDITERRANEAN REDWOOD CITY CA,TST* PASHA MEDITERRANEAN REDWOOD CITY CA,94.41,debit,Restaurants,XXXXXXXXXX5301,,
6/25/2019,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,23.41,debit,Fast Food,XXXXXXXXXX5301,,
6/25/2019,More For Less,MORE FOR LESS NUMBER 09 HALF MOON BAYCA,23.21,debit,Groceries,XXXXXXXXXX5301,,
6/25/2019,Exxon,EXXONMOBIL 99493553 SANTA CLARA CA,32.37,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
6/24/2019,Costco,COSTCO WHSE #0423 SUNNYVALE CA,100.78,debit,Shopping,Bank of America Cash Rewards Visa Signature,,
6/24/2019,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,17.94,debit,Fast Food,XXXXXXXXXX5301,,
6/24/2019,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY,8,debit,Restaurants,Platinum Mastercard,,
6/24/2019,INTL GOURMET FOODS,INTL GOURMET FOODS,82.7,debit,Groceries,Platinum Mastercard,,
6/23/2019,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,50,debit,Groceries,XXXXXXXXXX1112,,
6/23/2019,Big 5 Sporting,BIG 5 SPORTING GOODS 041 SAN JOSE CA,81.94,debit,Sporting Goods,XXXXXXXXXX5301,,
6/23/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,68.89,debit,Groceries,XXXXXXXXXX1112,,
6/22/2019,DE ANZA GASOLINE SAN JOSE CA,DE ANZA GASOLINE SAN JOSE CA,35.94,debit,Gas & Fuel,XXXXXXXXXX5301,,
6/21/2019,76 - VO GAS STATION SAN JOSE CA,76 - VO GAS STATION SAN JOSE CA,36.93,debit,Gas & Fuel,XXXXXXXXXX5301,,
6/21/2019,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,250,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
6/21/2019,Sweet Tomatoes,SWEET TOMATOES 89 Q14,12.33,debit,Groceries,Platinum Mastercard,,
6/20/2019,Verizon Wireless,VZWRLSS*BILL PAY VW 800-9220204 CA,208.75,debit,Mobile Phone,XXXXXXXXXX5301,,
6/20/2019,Lucky,LUCKY #773 SANTA CLA,24.94,debit,Groceries,Platinum Mastercard,,
6/20/2019,Lucky,LUCKY #773 SANTA CLA,4.35,debit,Groceries,Platinum Mastercard,,
6/20/2019,Shell,SHELL OIL 57444598304 C_PURCHASE,32.89,debit,Gas & Fuel,Business Advantage Cash Rewards,,
6/19/2019,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,6,debit,Restaurants,Bank of America Cash Rewards Visa Signature,,
6/19/2019,Facebook,FACEBK *ChildrensCance donate.fb.com,10,debit,Advertising,Bank of America Cash Rewards Visa Signature,,
6/19/2019,FOREIGN TRANSACTION FEE,FOREIGN TRANSACTION FEE,0.3,debit,Service Fee,Bank of America Cash Rewards Visa Signature,,
6/19/2019,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,6,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
6/19/2019,FOREIGN TRANSACTION FEE,FOREIGN TRANSACTION FEE C_FEES,0.3,debit,Service Fee,Bank of America Cash Rewards Visa Platinum Plus,,
6/19/2019,Facebook,FACEBK *ChildrensCance donate.fb.com,10,debit,Advertising,Bank of America Cash Rewards Visa Platinum Plus,,
6/19/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,78.75,debit,Finance Charge,XXXXXXXXXX1112,,
6/19/2019,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,2.44,credit,Credit Card Payment,XXXXXXXXXX1112,,
6/19/2019,Exxon,EXXONMOBIL    99493553,22.26,debit,Gas & Fuel,Platinum Mastercard,,
6/19/2019,Whole Foods,WHOLEFDS SCA #10633,73.8,debit,Groceries,Platinum Mastercard,,
6/18/2019,Transfer from EVERYDAY CHECKING,ONLINE PAYMENT THANK YOU,210,credit,Credit Card Payment,XXXXXXXXXX5301,,
6/18/2019,INTEREST CHARGED TO STANDARD PURCH,INTEREST CHARGED TO STANDARD PURCH,50.26,debit,Finance Charge,Costco Anywhere Visa® Card by Citi,,
6/17/2019,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,16.25,debit,Restaurants,Bank of America Cash Rewards Visa Signature,,
6/17/2019,INTL GOURMET FOODS SAN JOSE CA,INTL GOURMET FOODS SAN JOSE CA,6.99,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
6/17/2019,Costco,COSTCO WHSE #0423 SUNNYVALE CA,159.6,debit,Shopping,Bank of America Cash Rewards Visa Signature,,
6/17/2019,INTL GOURMET FOODS SAN JOSE CA,INTL GOURMET FOODS SAN JOSE CA,53.17,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
6/17/2019,WIZZ AIR 00000000OJL2SBUDAPEST,WIZZ AIR 00000000OJL2SBUDAPEST,241.23,debit,Air Travel,Bank of America Cash Rewards Visa Signature,,
6/17/2019,Nordstrom,NORDSTROM #0425 SANTA CLARA CA,21.85,debit,Clothing,Bank of America Cash Rewards Visa Signature,,
6/17/2019,FOREIGN TRANSACTION FEE,FOREIGN TRANSACTION FEE,7.23,debit,Service Fee,Bank of America Cash Rewards Visa Signature,,
6/17/2019,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,30.67,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
6/17/2019,Transfer from EVERYDAY CHECKING,ONLINE PAYMENT THANK YOU,500,credit,Credit Card Payment,XXXXXXXXXX5301,,
6/17/2019,Nordstrom,NORDSTROM #0425 SANTA CLARA CA,21.94,credit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,FOREIGN TRANSACTION FEE,FOREIGN TRANSACTION FEE C_FEES,7.23,debit,Service Fee,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,30.67,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,Costco,COSTCO WHSE #0423 SUNNYVALE CA,159.6,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,INTL GOURMET FOODS SAN JOSE CA,INTL GOURMET FOODS SAN JOSE CA,53.17,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,16.25,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,Nordstrom,NORDSTROM #0425 SANTA CLARA CA,21.85,debit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,INTL GOURMET FOODS SAN JOSE CA,INTL GOURMET FOODS SAN JOSE CA,6.99,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,WIZZ AIR 00000000OJL2SBUDAPEST,WIZZ AIR 00000000OJL2SBUDAPEST,241.23,debit,Air Travel,Bank of America Cash Rewards Visa Platinum Plus,,
6/17/2019,Lucky,LUCKY #773 SANTA CLA C_PURCHASE,11.22,debit,Groceries,Business Advantage Cash Rewards,,
6/17/2019,INTEREST CHARGE:PURCHASES,INTEREST CHARGE:PURCHASES,4.97,debit,Finance Charge,Platinum Mastercard,,
6/16/2019,Netflix,Netflix.com netflix.com CA,12.99,debit,Movies & DVDs,XXXXXXXXXX5301,,
6/15/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,24.35,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
6/15/2019,MOD PIZZA VILLAGE OAKS 19SAN JOSE CA,MOD PIZZA VILLAGE OAKS 19SAN JOSE CA,13.5,debit,Restaurants,Bank of America Cash Rewards Visa Signature,,
6/15/2019,Shell,SHELL OIL 10008294000 SAN JOSE CA,36.91,debit,Gas & Fuel,Bank of America Cash Rewards Visa Signature,,
6/15/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,47.86,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
6/15/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,27.24,debit,Groceries,XXXXXXXXXX5301,,
6/15/2019,POTATO CORNER SANTA CLARA CA,POTATO CORNER SANTA CLARA CA,9,debit,Fast Food,XXXXXXXXXX5301,,
6/15/2019,VALLEY FAIR (CA) Santa Clara CA,VALLEY FAIR (CA) Santa Clara CA,18.64,debit,Restaurants,XXXX-XXXX-XXXX-2118,,
6/15/2019,Comcast,COMCAST CALIFORN CS 1X 800-266-2278 CA,46.13,debit,Television,XXXXXXXXXX5301,,
6/15/2019,PP*SHAOLINWARR SAN JOSE CA,PP*SHAOLINWARR SAN JOSE CA,345,debit,Hair,XXXXXXXXXX5301,,
6/15/2019,MOD PIZZA VILLAGE OAKS 19SAN JOSE CA,MOD PIZZA VILLAGE OAKS 19SAN JOSE CA,13.5,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
6/15/2019,Shell,SHELL OIL 10008294000 SAN JOSE CA,36.91,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
6/15/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,24.35,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/15/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,47.86,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/15/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,80,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/14/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,500,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
6/14/2019,Transfer from EVERYDAY CHECKING,PAYMENT - THANK YOU,200,credit,Credit Card Payment,XXXXXXXXXX1993,,
6/14/2019,FHDA DE ANZA REGISTRATIONCUPERTINO CA,FHDA DE ANZA REGISTRATIONCUPERTINO CA,54.09,debit,Tuition,XXXXXXXXXX5301,,
6/14/2019,THANK YOU,ONLINE PAYMENT THANK YOU,150,credit,Credit Card Payment,XXXXXXXXXX1112,,
6/14/2019,"ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU",350,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
6/14/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,500,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
6/14/2019,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,3.06,credit,Credit Card Payment,XXXXXXXXXX1993,,
6/13/2019,CAZADORES BOTTLE SHOP SAN JOSE CA,CAZADORES BOTTLE SHOP SAN JOSE CA,15.98,debit,Alcohol & Bars,Bank of America Cash Rewards Visa Signature,,
6/13/2019,Amazon,AMAZON MARKETPLACE SEATTLE WA Galaxy S9 Plus Screen Protecto,10.99,debit,Shopping,XXXXXXXXXX4742,,
6/13/2019,JUNI LEARNING HTTPSJUNILEARDE,JUNI LEARNING HTTPSJUNILEARDE,320,debit,Babysitter & Daycare,XXXXXXXXXX5301,,
6/13/2019,CAPITAL ONE ONLINE payment AuthDate 13-Jun,CAPITAL ONE ONLINE PYMT AuthDate 13-Jun,280,credit,Credit Card Payment,Platinum Mastercard,,
6/13/2019,CAZADORES BOTTLE SHOP SAN JOSE CA,CAZADORES BOTTLE SHOP SAN JOSE CA,15.98,debit,Alcohol & Bars,Bank of America Cash Rewards Visa Platinum Plus,,
6/13/2019,Paid,Paid,146.05,credit,Credit Card Payment,CFNA Credit First Card,,
6/12/2019,DIRECT DEPOSIT,DIRECT DEPOSIT,138,debit,Transfer,Bank of America Cash Rewards Visa Signature,,
6/12/2019,DIRECT DEPOSIT WELLS FARGO,DIRECT DEPOSIT WELLS FARGO,4600,debit,Transfer,Bank of America Cash Rewards Visa Signature,,
6/12/2019,SANTA CLARA UTILITIES 408-615-2300 CA,SANTA CLARA UTILITIES 408-615-2300 CA,26.01,debit,Utilities,XXXXXXXXXX5301,,
6/12/2019,Whole Foods,WHOLEFDS BLL 10320 SAN JOSE CA,70.4,debit,Groceries,XXXXXXXXXX5301,,
6/12/2019,Transfer from EVERYDAY CHECKING,ONLINE PAYMENT THANK YOU,700,credit,Credit Card Payment,XXXXXXXXXX5301,,
6/12/2019,DIRECT DEPOSIT,DIRECT DEPOSIT C_FEES,138,debit,Transfer,Bank of America Cash Rewards Visa Platinum Plus,,
6/12/2019,DIRECT DEPOSIT WELLS FARGO,DIRECT DEPOSIT WELLS FARGO C_BANKTRANSACTION,4600,debit,Transfer,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2019,WIZZ AIR 00000000W77K7BUDAPEST HU,WIZZ AIR 00000000W77K7BUDAPEST HU,259.14,debit,Air Travel,XXXXXXXXXX5301,,
6/11/2019,THANK YOU,ONLINE PAYMENT THANK YOU,70,credit,Credit Card Payment,XXXXXXXXXX5301,,
6/10/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,5.73,debit,Finance Charge,XXXXXXXXXX4742,,
6/10/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,91.08,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/10/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,23.53,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/10/2019,Costco,COSTCO WHSE #0423 SUNNYVALE CA,78.49,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
6/10/2019,Russian Cafe & Deli,RUSSIAN CAFE & DELI CAMPBELL CA,28.37,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
6/8/2019,Cash Rewards Statement,CASH REWARDS STATEMENT CREDIT,27.55,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
6/8/2019,Cash Rewards Statement,CASH REWARDS STATEMENT CREDIT C_BANKTRANSACTION,27.55,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
6/8/2019,ALLIANCEUNTD*INSURANCE 800-530-5500 CA,ALLIANCEUNTD*INSURANCE 800-530-5500 CA,70.2,debit,Financial,XXXXXXXXXX5301,,
6/8/2019,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,24.18,debit,Restaurants,XXXXXXXXXX5301,,
6/8/2019,INTL GOURMET FOODS SAN JOSE CA,INTL GOURMET FOODS SAN JOSE CA,79.12,debit,Groceries,XXXXXXXXXX5301,,
6/7/2019,Transfer from EVERYDAY CHECKING,PAYMENT - THANK YOU,50,credit,Credit Card Payment,XXXXXXXXXX1993,,
6/7/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,64.85,debit,Groceries,XXXXXXXXXX5301,,
6/7/2019,THANK YOU,ONLINE PAYMENT THANK YOU,300,credit,Credit Card Payment,XXXXXXXXXX5301,,
6/7/2019,THANK YOU,ONLINE PAYMENT THANK YOU,150,credit,Credit Card Payment,XXXXXXXXXX1112,,
6/7/2019,INTEREST CHARGED ON PURCHASES,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,57.92,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
6/7/2019,Interest Charge on Purchases,Interest Charge on Purchases,5.15,debit,Finance Charge,XXXX-XXXX-XXXX-2118,,
6/7/2019,Whole Foods,WHOLEFDS STC 10267,12.26,debit,Groceries,Platinum Mastercard,,
6/7/2019,PURCHASE *FINANCE CHARGE*,PURCHASE *FINANCE CHARGE* C_FEE,58.22,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
6/6/2019,INTEREST CHARGED ON PURCHASES,INTEREST CHARGED ON PURCHASES,47.36,debit,Finance Charge,Bank of America Cash Rewards Visa Signature,,
6/6/2019,INTEREST CHARGED ON DIR DEP&CHK CASHADV,INTEREST CHARGED ON DIR DEP&CHK CASHADV,0.25,debit,Finance Charge,Bank of America Cash Rewards Visa Signature,,
6/6/2019,INTEREST CHARGED ON DIR DEP&CHK CASHADV,INTEREST CHARGED ON DIR DEP&CHK CASHADV C_BANKCHARGES,0.25,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
6/6/2019,INTEREST CHARGED ON PURCHASES,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,47.36,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
6/6/2019,Shell,SHELL OIL 57446393803 CUPERTINO CA,26.04,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
6/6/2019,Shell,SHELL SERVICE S SHELL CUPERTINO,7.82,debit,Gas & Fuel,FREE CHECKING,,
6/5/2019,ATM PAYMENT SANTA CLARA CA,ATM PAYMENT SANTA CLARA CA,1000,credit,Income,Bank of America Cash Rewards Visa Signature,,
6/5/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,500,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
6/5/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,500,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
6/5/2019,ATM PAYMENT SANTA CLARA CA,ATM PAYMENT SANTA CLARA CA,1000,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
6/4/2019,ATM PAYMENT SANTA CLARA CA,ATM PAYMENT SANTA CLARA CA,140,credit,Income,Bank of America Cash Rewards Visa Signature,,
6/4/2019,ATM PAYMENT SANTA CLARA CA,ATM PAYMENT SANTA CLARA CA,140,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
6/4/2019,Whole Foods,WHOLEFDS STC 10267 CUPERTINO CA,55.75,debit,Groceries,XXXXXXXXXX5301,,
6/4/2019,Transfer from EVERYDAY CHECKING,BA ELECTRONIC PAYMENT,85.82,credit,Credit Card Payment,CORP Account - Business Advantage Cash Rewards,,
6/3/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,200,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
6/3/2019,ATM PAYMENT CUPERTINO CA,ATM PAYMENT CUPERTINO CA,440,credit,Income,Bank of America Cash Rewards Visa Signature,,
6/3/2019,Dollar Tree,DOLLAR TREE SANTA CLARA CA,30.19,debit,Shopping,Bank of America Cash Rewards Visa Signature,,
6/3/2019,Dollar Tree,DOLLAR TREE SANTA CLARA CA,30.19,debit,Shopping,Bank of America Cash Rewards Visa Platinum Plus,,
6/3/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,200,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
6/3/2019,ATM PAYMENT CUPERTINO CA,ATM PAYMENT CUPERTINO CA,440,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
6/3/2019,Transfer from EVERYDAY CHECKING,BA ELECTRONIC PAYMENT,100,credit,Credit Card Payment,CORP Account - Business Advantage Cash Rewards,,
6/2/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,41.03,debit,Finance Charge,XXXXXXXXXX5301,,
6/2/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,32.88,debit,Groceries,XXXX-XXXX-XXXX-7998,,
6/2/2019,Exxon,EXXONMOBIL 99493553 SANTA CLARA CA,12.7,debit,Gas & Fuel,XXXXXXXXXX5301,,
6/2/2019,Costco,COSTCO WHSE #0423 SUNNYVALE CA,129.35,debit,Shopping,XXXX-XXXX-XXXX-7998,,
6/2/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,73.01,debit,Groceries,XXXX-XXXX-XXXX-7998,,
6/2/2019,Transfer from EVERYDAY CHECKING,ONLINE PYMT-THANK YOU ATLANTA GA,50,credit,Credit Card Payment,XXXXXXXXXX4742,,
6/2/2019,Transfer from EVERYDAY CHECKING,PAYMENT - THANK YOU,50,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
6/1/2019,Valero,SANTA CLARA VALERO SANTA CLARA CA,24.16,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
6/1/2019,BARAKA HALAL MARKET SUNNYVALE CA,BARAKA HALAL MARKET SUNNYVALE CA,61.38,debit,Groceries,XXXX-XXXX-XXXX-7998,,
6/1/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,13.64,debit,Groceries,XXXX-XXXX-XXXX-7998,,
6/1/2019,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,35.06,debit,Groceries,XXXX-XXXX-XXXX-7998,,
6/1/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,16.71,debit,Groceries,XXXXXXXXXX5301,,
6/1/2019,Loan,From Loan 99302,500,credit,Income,FREE CHECKING,,
6/1/2019,Patelco Credit Union,PATELCO CREDIT 2654 EL CAMINO RE,500,debit,Auto Payment,FREE CHECKING,,
5/31/2019,TAJ MAHAL SANTA CLARA CA,TAJ MAHAL SANTA CLARA CA,24.85,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
5/31/2019,DIVIDEND,,0.09,credit,Investments,POD Savings Account,,
5/31/2019,TAJ MAHAL SANTA CLARA CA,TAJ MAHAL SANTA CLARA CA,24.85,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
5/31/2019,To Loan 99302 333968891,To Loan 99302,497.21,debit,Auto Payment,FREE CHECKING,,
5/31/2019,Deposit 333968892,Deposit,500,credit,Income,FREE CHECKING,,
5/30/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,1500,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
5/30/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,104,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
5/30/2019,Whole Foods,WHOLEFDS STC 10267 CUPERTINO CA,49.64,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
5/30/2019,Transfer from EVERYDAY CHECKING,BA ELECTRONIC PAYMENT,1500,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/30/2019,Transfer from EVERYDAY CHECKING,BA ELECTRONIC PAYMENT,104,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/30/2019,Transfer from EVERYDAY CHECKING,BA ELECTRONIC PAYMENT,550,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/29/2019,Valley Health Plan,L2G*VALLEY HEALTH PLAN 408-885-5780 CA,2,debit,Financial,Bank of America Cash Rewards Visa Signature,,
5/29/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,35.39,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
5/29/2019,Lucky,LUCKY #773 SANTA CLA,13.06,credit,Groceries,Platinum Mastercard,,
5/29/2019,GARLIC SANTA CLARA CA,GARLIC SANTA CLARA CA,29.99,debit,Restaurants,XXXXXXXXXX1112,,
5/29/2019,TAJ MAHAL SANTA CLARA CA,TAJ MAHAL SANTA CLARA CA,6.99,debit,Groceries,XXXXXXXXXX1112,,
5/29/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,73.48,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
5/29/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,35.39,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
5/29/2019,Valley Health Plan,L2G*VALLEY HEALTH PLAN 408-885-5780 CA,2,debit,Financial,Bank of America Cash Rewards Visa Platinum Plus,,
5/28/2019,Adidas,ADIDAS 6238 MILPITAS CA,34.32,debit,Clothing,Bank of America Cash Rewards Visa Signature,,
5/28/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,91.32,debit,Groceries,Bank of America Cash Rewards Visa Signature,,
5/28/2019,Nordstrom,NORDSTROM #0425 SANTA CLARA CA,105.73,debit,Clothing,Bank of America Cash Rewards Visa Signature,,
5/28/2019,Whole Foods,WHOLEFDS STC 10267 CUPERTINO CA,6,debit,Groceries,XXXXXXXXXX1112,,
5/28/2019,Adidas,ADIDAS 6238 MILPITAS CA,34.32,debit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
5/28/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,91.32,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
5/28/2019,Nordstrom,NORDSTROM #0425 SANTA CLARA CA,105.73,debit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
5/27/2019,Nike,Nike Milpitas 123 Milpitas CA,34.42,debit,Clothing,Bank of America Cash Rewards Visa Signature,,
5/27/2019,Exxon,EXXONMOBIL 99493553 SANTA CLARA CA,38.72,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
5/27/2019,Walgreens,WALGREENS #2740 SANTA CLARA CA,8.85,debit,Pharmacy,XXXXXXXXXX1112,,
5/27/2019,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,57.58,debit,Groceries,XXXXXXXXXX1112,,
5/27/2019,Nike,Nike Milpitas 123 Milpitas CA,34.42,debit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
5/27/2019,Lucky,LUCKY #773 SANTA CLA,13.06,debit,Groceries,Platinum Mastercard,,
5/27/2019,TAJ MAHAL,TAJ MAHAL,76.57,debit,Groceries,Platinum Mastercard,,
5/26/2019,Walgreens,WALGREENS #2740 SANTA CLARA CA,61.06,debit,Pharmacy,Costco Anywhere Visa® Card by Citi,,
5/26/2019,DIPPIN DOTS EAS MILPITAS CA,SQ *DIPPIN DOTS EAS MILPITAS CA,11.98,debit,Restaurants,Costco Anywhere Visa® Card by Citi,,
5/26/2019,Tommy Hilfiger,TOMMY HILFIGER #112 MILPITAS CA,76.37,debit,Clothing,XXXXXXXXXX1112,,
5/25/2019,TAJ MAHAL SANTA CLARA CA,TAJ MAHAL SANTA CLARA CA,17.48,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
5/25/2019,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,54.96,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
